View,Coment,Like,Subscriber
130.0,9.0,14.0,1000.0
1125.0,4.0,115.0,50000.0
1234.0,22.0,89.0,10000.0
4370.0,118.0,686.0,10000.0
34.0,0.0,8.0,1000.0
4520.0,8.0,61.0,80000.0
1076.0,11.0,15.0,30000.0
232.0,105.0,57.0,3000.0
1130.0,5.0,47.0,50000.0
47.0,0.0,3.0,1000.0
46.0,3.0,3.0,1000.0
1093.0,6.0,16.0,880000.0
3647.0,19.0,88.0,100000.0
6838.0,56.0,341.0,140000.0
182.0,7.0,26.0,1000.0
47.0,0.0,5.0,191.0
269.0,17.0,21.0,1000.0
123.0,8.0,10.0,1000.0
507.0,23.0,44.0,6000.0
95.0,0.0,11.0,2000.0
847.0,0.0,23.0,1000.0
39.0,10.0,11.0,225.0
190.0,0.0,2.0,66.0
64.0,0.0,3.0,5.0
354.0,6.0,15.0,437.0
1680.0,56.0,200.0,370000.0
1488.0,30.0,184.0,30000.0
684.0,46.0,74.0,5000.0
882.0,5.0,82.0,20000.0
17833.0,123.0,828.0,120000.0
45.0,5.0,9.0,2000.0
12227.0,157.0,427.0,20000.0
4392.0,101.0,548.0,490000.0
11619.0,44.0,590.0,540000.0
231.0,11.0,17.0,3000.0
2024.0,56.0,249.0,110000.0
50937.0,198.0,1000.0,120000.0
784.0,29.0,62.0,10000.0
16163.0,130.0,1000.0,710000.0
26627.0,233.0,540.0,20000.0
55803.0,195.0,2000.0,350000.0
2007.0,34.0,196.0,10000.0
189.0,18.0,26.0,10000.0
11505.0,343.0,673.0,510000.0
22380.0,104.0,578.0,370000.0
3927.0,12.0,190.0,20000.0
26581.0,41.0,314.0,240000.0
106.0,2.0,11.0,8000.0
19635.0,120.0,923.0,110000.0
310.0,8.0,33.0,370.0
8430.0,225.0,836.0,50000.0
222.0,154.0,39.0,1000.0
20087.0,120.0,926.0,110000.0
5.0,1.0,1.0,40.0
8870.0,229.0,881.0,50000.0
31060.0,201.0,2000.0,480000.0
43535.0,106.0,1000.0,580000.0
222.0,154.0,39.0,1000.0
128.0,10.0,14.0,3000.0
172.0,180.0,52.0,250.0
24008.0,371.0,708.0,440000.0
3995.0,136.0,122.0,20000.0
6475.0,35.0,125.0,90000.0
33774.0,209.0,1000.0,60000.0
495.0,0.0,4.0,820000.0
372.0,27.0,50.0,1000.0
3271.0,10.0,74.0,130000.0
5254.0,108.0,209.0,160000.0
114.0,4.0,8.0,6000.0
83.0,2.0,7.0,30000.0
97.0,41.0,21.0,289.0
1105.0,4.0,33.0,30000.0
3731.0,38.0,66.0,40000.0
554.0,134.0,40.0,8000.0
29.0,5.0,6.0,1000.0
99.0,16.0,3.0,1000.0
12.0,0.0,2.0,10000.0
71.0,11.0,9.0,4000.0
634.0,7.0,21.0,70000.0
687.0,2.0,19.0,2000.0
2353.0,12.0,220.0,10000.0
67.0,16.0,9.0,1000.0
24488.0,215.0,576.0,90000.0
5.0,4.0,2.0,341.0
83.0,4.0,19.0,30000.0
48.0,6.0,7.0,25.0
12540.0,109.0,1000.0,260000.0
1130.0,45.0,113.0,320000.0
1155.0,9.0,43.0,2000.0
660.0,20.0,73.0,10000.0
648.0,61.0,71.0,5000.0
146.0,22.0,15.0,2000.0
14752.0,176.0,1000.0,890000.0
2408.0,53.0,337.0,160000.0
71.0,11.0,23.0,1000.0
